ingredient,recipe,re_name,in_name,nameEn,nameZh,wikiuri,image,QuaraID,subclassofLabelEn
https://kg.knowledgegraph.tech/food2#Ingredient146,https://kg.knowledgegraph.tech/food2#Recipe11916,Rissoles,wheat,wheat,小麦,http://www.wikidata.org/entity/Q15645384,http://commons.wikimedia.org/wiki/Special:FilePath/Wheat%20close-up.JPG,Wheat,food
https://kg.knowledgegraph.tech/food2#Ingredient146,https://kg.knowledgegraph.tech/food2#Recipe167,Cracked Wheat Sourdough Bread,wheat,wheat,小麦,http://www.wikidata.org/entity/Q15645384,http://commons.wikimedia.org/wiki/Special:FilePath/Wheat%20close-up.JPG,Wheat,food
https://kg.knowledgegraph.tech/food2#Ingredient146,https://kg.knowledgegraph.tech/food2#Recipe1903,Christmas Snack Mix,wheat,wheat,小麦,http://www.wikidata.org/entity/Q15645384,http://commons.wikimedia.org/wiki/Special:FilePath/Wheat%20close-up.JPG,Wheat,food
https://kg.knowledgegraph.tech/food2#Ingredient146,https://kg.knowledgegraph.tech/food2#Recipe2498,Peanut Butter and Bran Cookies,wheat,wheat,小麦,http://www.wikidata.org/entity/Q15645384,http://commons.wikimedia.org/wiki/Special:FilePath/Wheat%20close-up.JPG,Wheat,food
https://kg.knowledgegraph.tech/food2#Ingredient146,https://kg.knowledgegraph.tech/food2#Recipe2655,Buried Treasure Date Bars,wheat,wheat,小麦,http://www.wikidata.org/entity/Q15645384,http://commons.wikimedia.org/wiki/Special:FilePath/Wheat%20close-up.JPG,Wheat,food
https://kg.knowledgegraph.tech/food2#Ingredient146,https://kg.knowledgegraph.tech/food2#Recipe2708,Refrigerator Gingersnaps,wheat,wheat,小麦,http://www.wikidata.org/entity/Q15645384,http://commons.wikimedia.org/wiki/Special:FilePath/Wheat%20close-up.JPG,Wheat,food
https://kg.knowledgegraph.tech/food2#Ingredient146,https://kg.knowledgegraph.tech/food2#Recipe2865,Banana Oat and Bran Cookies,wheat,wheat,小麦,http://www.wikidata.org/entity/Q15645384,http://commons.wikimedia.org/wiki/Special:FilePath/Wheat%20close-up.JPG,Wheat,food
https://kg.knowledgegraph.tech/food2#Ingredient146,https://kg.knowledgegraph.tech/food2#Recipe3232,Homemade Dog Biscuits,wheat,wheat,小麦,http://www.wikidata.org/entity/Q15645384,http://commons.wikimedia.org/wiki/Special:FilePath/Wheat%20close-up.JPG,Wheat,food
https://kg.knowledgegraph.tech/food2#Ingredient146,https://kg.knowledgegraph.tech/food2#Recipe3444,Scotch Cake Cookies,wheat,wheat,小麦,http://www.wikidata.org/entity/Q15645384,http://commons.wikimedia.org/wiki/Special:FilePath/Wheat%20close-up.JPG,Wheat,food
https://kg.knowledgegraph.tech/food2#Ingredient146,https://kg.knowledgegraph.tech/food2#Recipe5023,Muesli,wheat,wheat,小麦,http://www.wikidata.org/entity/Q15645384,http://commons.wikimedia.org/wiki/Special:FilePath/Wheat%20close-up.JPG,Wheat,food
https://kg.knowledgegraph.tech/food2#Ingredient146,https://kg.knowledgegraph.tech/food2#Recipe5718,Basil and Sun,wheat,wheat,小麦,http://www.wikidata.org/entity/Q15645384,http://commons.wikimedia.org/wiki/Special:FilePath/Wheat%20close-up.JPG,Wheat,food
https://kg.knowledgegraph.tech/food2#Ingredient146,https://kg.knowledgegraph.tech/food2#Recipe5819,Granola Bars II,wheat,wheat,小麦,http://www.wikidata.org/entity/Q15645384,http://commons.wikimedia.org/wiki/Special:FilePath/Wheat%20close-up.JPG,Wheat,food
https://kg.knowledgegraph.tech/food2#Ingredient146,https://kg.knowledgegraph.tech/food2#Recipe6486,Limpa Bread,wheat,wheat,小麦,http://www.wikidata.org/entity/Q15645384,http://commons.wikimedia.org/wiki/Special:FilePath/Wheat%20close-up.JPG,Wheat,food
https://kg.knowledgegraph.tech/food2#Ingredient146,https://kg.knowledgegraph.tech/food2#Recipe6857,Vegetarian Pate,wheat,wheat,小麦,http://www.wikidata.org/entity/Q15645384,http://commons.wikimedia.org/wiki/Special:FilePath/Wheat%20close-up.JPG,Wheat,food
https://kg.knowledgegraph.tech/food2#Ingredient146,https://kg.knowledgegraph.tech/food2#Recipe6999,Charley''s Low Sugar Peanut Butter Pie,wheat,wheat,小麦,http://www.wikidata.org/entity/Q15645384,http://commons.wikimedia.org/wiki/Special:FilePath/Wheat%20close-up.JPG,Wheat,food
https://kg.knowledgegraph.tech/food2#Ingredient146,https://kg.knowledgegraph.tech/food2#Recipe7066,Layered Shrimp ,wheat,wheat,小麦,http://www.wikidata.org/entity/Q15645384,http://commons.wikimedia.org/wiki/Special:FilePath/Wheat%20close-up.JPG,Wheat,food
https://kg.knowledgegraph.tech/food2#Ingredient146,https://kg.knowledgegraph.tech/food2#Recipe8534,Edible Face,wheat,wheat,小麦,http://www.wikidata.org/entity/Q15645384,http://commons.wikimedia.org/wiki/Special:FilePath/Wheat%20close-up.JPG,Wheat,food
https://kg.knowledgegraph.tech/food2#Ingredient146,https://kg.knowledgegraph.tech/food2#Recipe11916,Rissoles,wheat,wheat,小麦,http://www.wikidata.org/entity/Q15645384,http://commons.wikimedia.org/wiki/Special:FilePath/Wheat%20field.jpg,Wheat,food
https://kg.knowledgegraph.tech/food2#Ingredient146,https://kg.knowledgegraph.tech/food2#Recipe167,Cracked Wheat Sourdough Bread,wheat,wheat,小麦,http://www.wikidata.org/entity/Q15645384,http://commons.wikimedia.org/wiki/Special:FilePath/Wheat%20field.jpg,Wheat,food
https://kg.knowledgegraph.tech/food2#Ingredient146,https://kg.knowledgegraph.tech/food2#Recipe1903,Christmas Snack Mix,wheat,wheat,小麦,http://www.wikidata.org/entity/Q15645384,http://commons.wikimedia.org/wiki/Special:FilePath/Wheat%20field.jpg,Wheat,food
